,sentiment,text
1820,0,'madhouse' travelers face airport chaos as u s tries to implement coronavirus screening via why did not those travelers stay in the foreign country they were in governor pritzker so stfu the president is doing a great job with a impossible task
1821,0,is this what the west bengal govt calls lockdown this sight was seen this morning in haiderpara area of siliguri please look into the matter at the earliest due to negligence of these people the entire state might suffer pic twitter com/vu5priavlp
1822,0,i'm regularly repaying bajaj finance loans every month this month my emi 2nd april 2020 because of current lockdown situation it will be difficult to pay the emi's hope 3 months emi moratoriam applies to bajaj finance too waiting for notification
1823,0,infected people without symptoms might be driving the spread of coronavirus more than we realized
1824,0,sir this is the condition or our village saharsa during lockdown sir we are staying in our home since log time but if we get this type of crowd then there is no meaning of social distance do something pic twitter com/oz85eudskc
1825,1,the has made me appreciate the office …
1826,0,why shud i suffer because of such ppl if i catch corona it is only because of tabligh
1827,0,hope to see more people become aware of obesity being the cause of not only lifestyle diseases but also a weak immunity leading to infections like _19 the next step will be to eat the right food at the right time to lose weight & become healthier & energetic …
1828,1,with life coming back on track and living with covid19 is now a new way of existing while fighting with the virus the livelihood of tribal women from niyamgiri hills is appearing to be moving ahead plates made… …
1829,1,a for already backhand_index_pointing_down backhand_index_pointing_down
1830,0,why did you kill a man to hide how bad the coronavirus was
1831,1,*special offer* online booking open for models to get the best offer book before ends and get the amazing * wrist watch * up to 100℅ finance available on low down payment for more offer &…
1832,0,americans living their lives to the fullest while im scared shitless thinking of buying medicine from the pharmacy
1833,0,should just cancel these press conf and issue written press release let the experts have more time to deal with the crisis these reporters are clowns w/ stupid “gotcha” questions
1834,0,the only stores open in italy or grocery stores and pharmacies it is completely locked down that is not the flu
1835,0,was lockdown series for this /8uujnn6a5b
1836,0,dear sir people those are suspect or quarantine of coronavirus give them homeopathic medicine arsenic album there is no harm or side effect it had worked in 1918 spanish flu epidemic several time it worked it is very cost effective also
1837,0,an overwhelming to the govt of india and telangana and the doctors and and to the entire staff of hospitality management and entire police department fighting against _19india risking their life's to save the people so as a responsible indian citizen
1838,0,david clarke says coronavirus is just “the damn flu” rated pants on fire by politifact – via factstream
1839,0,this corona virus got african parent paranoia on a all time high lol
1840,1,we win covid 19 fight sir
1841,0,heal the world from the dangerous virus #โควิด_19 ー19 #โควิท_19 ıd19 twitter com/wwmgdwcr2j
1842,0,please waive the charges of cable tv for 3 months due to lock down for covid 19
1843,1,"president trump says white house coronavirus experts agree the u s can start moving into a new phase of reopening the country ""a national shutdown is not a sustainable long term solution """
1844,0,interstate and air travel shut down possibility stay close to home or be stranded airports in nyc and philadelphia temporarily shut down over concerns about coronavirus infecting staff via
